scenario,policy,n,weighted_goodput_mean,weighted_goodput_sem,weighted_goodput_ratio_mean,weighted_goodput_ratio_sem,sla_success_ratio_mean,sla_success_ratio_sem,completion_ratio_mean,completion_ratio_sem,p95_latency_mean,p95_latency_sem,avg_latency_mean,avg_latency_sem,dropped_mean,dropped_sem,optimality_gap_mean,optimality_gap_sem
light,edf,2.0,24.7,1.1000000000000014,0.7249163591211671,0.02191908391680747,0.725,0.025000000000000022,0.775,0.025000000000000022,26.82697134017944,1.8947871208190907,21.88208508491516,1.5145151615142822,2.0,0.0,0.0,0.0
light,greedy,2.0,20.7,5.1000000000000005,0.5983340806401545,0.10466319456420518,0.6,0.09999999999999998,0.825,0.075,32.019689846038816,0.07943792343139754,24.582211918301056,0.9037006166246204,1.5,0.5,0.0,0.0
light,random,2.0,20.549999999999997,0.7500000000000018,0.6034818749353292,0.023100403545683375,0.6125,0.012500000000000011,0.6625,0.03749999999999998,27.03699369430542,0.13530378341674876,23.05495420183454,1.1985531398228222,3.0,0.0,0.0,0.0
light,vanilla_rl,2.0,17.0,2.0,0.5049925844169282,0.0962732383678819,0.5125,0.11249999999999999,0.7375,0.13749999999999998,31.10210943222046,1.3460717201232908,24.194422335851762,1.0655648594810836,2.0,1.0,0.0,0.0
light,wpr_a2c,2.0,15.149999999999999,4.649999999999999,0.4563429103576725,0.17023936812334006,0.4625,0.16249999999999998,0.675,0.075,31.209750175476074,1.0193195343017578,24.819109280904136,1.5315815607706698,2.5,1.4999999999999998,0.0,0.0
light,wpr_fixed_gamma,2.0,6.300000000000001,2.0999999999999996,0.19013210085192978,0.07569068395819678,0.175,0.075,0.225,0.024999999999999994,27.879322910308836,0.07826642990112197,26.496975898742676,0.6445283889770508,6.0,0.0,0.0,0.0
light,wpr_no_demand,2.0,2.1,2.0999999999999996,0.06645569620253164,0.06645569620253164,0.0625,0.0625,0.125,0.125,15.101699829101562,15.101699829101562,13.582256317138672,13.58225631713867,5.5,2.5,0.0,0.0
light,wpr_no_progress,2.0,19.099999999999998,0.6999999999999992,0.563972338150588,0.06260994033042455,0.5625,0.0625,0.675,0.075,30.83292865753174,0.3161916732788086,22.69202248255412,0.183016300201416,2.5,1.4999999999999998,0.0,0.0
light,wpr_no_residency,2.0,24.75,1.1500000000000001,0.7262787569413305,0.020556686096644013,0.725,0.025000000000000022,0.725,0.025000000000000022,28.438364219665527,0.09176807403564524,22.688346295129683,0.2596003895714158,2.0,1.0,0.0,0.0
